BLZ	Bankname
50210148	SEB TZN MB Ffm.
50210149	SEB TZN MB Ffm.
50210150	SEB TZN MB Ffm.
50210151	SEB TZN MB Ffm.
50210152	SEB TZN MB Ffm.
50210153	SEB TZN MB Ffm.
50210154	SEB TZN MB Ffm.
50210155	SEB TZN MB Ffm.
50210156	SEB TZN MB Ffm.
50210157	SEB TZN MB Ffm.
50210158	SEB TZN MB Ffm.
50210159	SEB TZN MB Ffm.
50210160	SEB TZN MB Frankfurt
50210161	SEB TZN MB Frankfurt
50210162	SEB TZN MB Frankfurt
50210163	SEB TZN MB Frankfurt
50210164	SEB TZN MB Frankfurt
50210165	SEB TZN MB Frankfurt
50210166	SEB TZN MB Frankfurt
50210167	SEB TZN MB Frankfurt
50210168	SEB TZN MB Frankfurt
50210169	SEB TZN MB Frankfurt
50210170	SEB TZN MB Frankfurt
50210171	SEB TZN MB Frankfurt
50210172	SEB TZN MB Frankfurt
50210173	SEB TZN MB Frankfurt
50210174	SEB TZN MB Frankfurt
50210175	SEB TZN MB Frankfurt
50210176	SEB TZN MB Frankfurt
50210177	SEB TZN MB Frankfurt
50210178	SEB TZN MB Frankfurt
50210179	SEB TZN MB Frankfurt
50210180	SEB TZN MB Frankfurt
50210181	SEB TZN MB Frankfurt
50210182	SEB TZN MB Frankfurt
50210183	SEB TZN MB Frankfurt
50210184	SEB TZN MB Frankfurt
50210185	SEB TZN MB Frankfurt
50210186	SEB TZN MB Frankfurt
50210187	SEB TZN MB Frankfurt
50210188	SEB TZN MB Frankfurt
50210189	SEB TZN MB Frankfurt
50210200	Rabobank International Frankfurt Branch
50210212	RaboDirect
50210300	Eurohypo
50210400	Eurohypo ehem Rheinische Hypothekenbank
50210600	equinet Bank
50210800	ProCredit Bank, Frankfurt am Main
50210900	Citigroup Global Markets Deutschland
50220085	UBS Deutschland
50220085	UBS Deutschland
50220085	UBS Deutschland
50220085	UBS Deutschland
50220085	UBS Deutschland
50220085	UBS Deutschland
50220085	UBS Deutschland
50220085	UBS Deutschland
50220085	UBS Deutschland
50220200	Bethmann Bank (Vormals LGT Bank Deutschland)
50220500	Bank of Scotland
50220900	Hauck & Aufhäuser Privatbankiers
50220900	Hauck + Aufhäuser Privatbankiers
50230000	ABC International Bank Frankfurt am Main
50230100	Morgan Stanley Bank Internaional
50230300	FCB Firmen-Credit Bank
50230400	The Royal Bank of Scotland, Niederlassung Deutschland
50230600	Isbank
50230700	Metzler, B. - seel Sohn & Co
50230800	Ikano Bank
50250200	Deutsche Leasing Finance
50310400	Barclays Bank Frankfurt
50310455	Reiseschecks - Barclays Bank Frankfurt
50310900	China Construction Bank Ndl Frankfurt
50320000	VTB Bank (Deutschland)
50320191	UniCredit Bank - HypoVereinsbank
50320191	UniCredit Bank - HypoVereinsbank
50320191	UniCredit Bank - HypoVereinsbank
50320500	Banco Santander Filiale Frankfurt
50320600	Attijariwafa bank Europa ZNdl. Frankfurt
50320900	Pictet & Cie (Europe) Ndl Frankfurt am Main
50324000	ABN AMRO Bank, Frankfurt Branch
50324040	ABN AMRO Bank, MoneYou
50330000	State Bank of India
50330200	MHB-Bank
50330300	The Bank of New York Mellon
50330500	BANQUE CHAABI DU MAROC Agentur Frankfurt Ndl. Deutschland
50330600	Bank Sepah-Iran
50330700	Valovis Bank
50334400	The Bank of New York Mellon NL Frankfurt
50400000	Bundesbank Zentrale
50510111	SEB
50510111	SEB
50510111	SEB
50510111	SEB
50510120	SEB TZN MB Ffm
50510121	SEB TZN MB Ffm
50510122	SEB TZN MB Ffm
50510123	SEB TZN MB Ffm
50510124	SEB TZN MB Ffm
50510125	SEB TZN MB Ffm
50510126	SEB TZN MB Ffm
50510127	SEB TZN MB Ffm
50510128	SEB TZN MB Ffm
50510129	SEB TZN MB Ffm
50510130	SEB TZN MB Ffm
50510131	SEB TZN MB Ffm
50510132	SEB TZN MB Ffm
50510133	SEB TZN MB Ffm
50510134	SEB TZN MB Ffm
50510135	SEB TZN MB Ffm
50510136	SEB TZN MB Ffm
50510137	SEB TZN MB Ffm
50510138	SEB TZN MB Ffm
50510139	SEB TZN MB Ffm
50510140	SEB TZN MB Ffm
50510141	SEB TZN MB Ffm
50510142	SEB TZN MB Ffm
50510143	SEB TZN MB Ffm
50510144	SEB TZN MB Ffm
50510145	SEB TZN MB Ffm
50510146	SEB TZN MB Ffm
50510147	SEB TZN MB Ffm
50510148	SEB TZN MB Ffm
50510149	SEB TZN MB Ffm
50510150	SEB TZN MB Ffm
50510151	SEB TZN MB Ffm
50510152	SEB TZN MB Ffm
50510153	SEB TZN MB Ffm
50510154	SEB TZN MB Ffm
50510155	SEB TZN MB Ffm
50510156	SEB TZN MB Ffm
50510157	SEB TZN MB Ffm
50510158	SEB TZN MB Ffm
50510159	SEB TZN MB Ffm
50510160	SEB TZN MB Ffm
50510161	SEB TZN MB Ffm
50510162	SEB TZN MB Ffm
50510163	SEB TZN MB Ffm
50510164	SEB TZN MB Ffm
50510165	SEB TZN MB Ffm
50510166	SEB TZN MB Ffm
50510167	SEB TZN MB Ffm
50510168	SEB TZN MB Ffm
50510169	SEB TZN MB Ffm
50510170	SEB TZN MB Ffm
50510171	SEB TZN MB Ffm
50510172	SEB TZN MB Ffm
50510173	SEB TZN MB Ffm
50510174	SEB TZN MB Ffm
50510175	SEB TZN MB Ffm
50510176	SEB TZN MB Ffm
50510177	SEB TZN MB Ffm
50510178	SEB TZN MB Ffm
50510179	SEB TZN MB Ffm
50510180	SEB TZN MB Ffm
50520000	Honda Bank
50520190	UniCredit Bank - HypoVereinsbank
50520190	UniCredit Bank - HypoVereinsbank
50522222	FIDOR Bank Zndl Frankfurt am Main
50530000	Cronbank
50530001	CRONBANK Zw CS
50540028	Commerzbank
50540028	Commerzbank
50540028	Commerzbank
50540028	Commerzbank
50540028	Commerzbank
50540028	Commerzbank
50550020	Städtische Sparkasse Offenbach
50560102	Raiffeisenbank Offenbach/M.-Bieber
50560102	Raiffeisenbank Offenbach/M.-Bieber (Gf P2)
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau
50561315	Vereinigte Volksbank Maingau (Gf P2)
50570018	Deutsche Bank
50570018	Deutsche Bank
50570018	Deutsche Bank
50570018	Deutsche Bank
50570018	Deutsche Bank
50570018	Deutsche Bank
50570018	Deutsche Bank
50570018	Deutsche Bank
50570018	Deutsche Bank
50570024	Deutsche Bank Privat und Geschäftskunden
50570024	Deutsche Bank Privat und Geschäftskunden
50570024	Deutsche Bank Privat und Geschäftskunden
50570024	Deutsche Bank Privat und Geschäftskunden
50570024	Deutsche Bank Privat und Geschäftskunden
50570024	Deutsche Bank Privat und Geschäftskunden
50570024	Deutsche Bank Privat und Geschäftskunden
50570024	Deutsche Bank Privat und Geschäftskunden
50570024	Deutsche Bank Privat und Geschäftskunden
50580005	Commerzbank vormals Dresdner Bank
50580005	Commerzbank vormals Dresdner Bank
50580005	Commerzbank vormals Dresdner Bank
50580005	Commerzbank vormals Dresdner Bank
50580005	Commerzbank vormals Dresdner Bank
50580085	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1
50590000	Offenbacher Volksbank -alt-
50592200	Volksbank Dreieich
50592200	Volksbank Dreieich
50592200	Volksbank Dreieich
50592200	Volksbank Dreieich (Gf P2)
50592200	Volksbank Dreieich Zw Egelsbach
50600000	Bundesbank eh Hanau
50620700	Hanseatic Bank
50640015	Commerzbank
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50650023	SPARKASSE HANAU
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50652124	Sparkasse Langen-Seligenstadt
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen
50661639	VR Bank Main-Kinzig-Büdingen (Gf P2)
50661816	Volksbank Heldenbergen Ndl d Frankfurter VB
50662299	Raiffeisenbank Bruchköbel -alt-
50662299	Raiffeisenbank Zw
50662299	Raiffeisenbank Zw
50662669	Raiffeisenbank Maintal Ndl d Frankfurter VB
50663699	Raiffeisenbank
50663699	Raiffeisenbank
50663699	Raiffeisenbank
50663699	Raiffeisenbank (Gf P2)
50670009	Deutsche Bank
50670009	Deutsche Bank
50670024	Deutsche Bank Privat und Geschäftskunden
50670024	Deutsche Bank Privat und Geschäftskunden
50680002	Commerzbank vormals Dresdner Bank
50680085	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1
50690000	Volksbank Raiffeisenbank Hanau Ndl d Frankf VB
50691300	DZB BANK
50692100	Volksbank Seligenstadt
50692100	Volksbank Seligenstadt
50692100	Volksbank Seligenstadt
50692100	Volksbank Seligenstadt (Gf P2)
50740048	Commerzbank
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50750094	Kreissparkasse Gelnhausen
50761333	Volksbank -alt-
50761333	Volksbank (Gf P2)
50761613	Volksbank Büdingen -alt-
50763319	Raiffeisenbank Vogelsberg
50763319	Raiffeisenbank Vogelsberg Hzw Brachttal
50763319	Raiffeisenbank Vogelsberg Zw Kefenrod
50780006	Commerzbank vormals Dresdner Bank
50790000	VR Bank Bad Orb-Gelnhausen
50790000	VR Bank Bad Orb-Gelnhausen
50790000	VR Bank Bad Orb-Gelnhausen
50790000	VR Bank Bad Orb-Gelnhausen (Gf P2)
50793300	Birsteiner Volksbank
50793300	Birsteiner Volksbank (Gf P2)
50793300	Birsteiner Volksbank Zw Brachttal
50794300	VR Bank Wächtersbach/Bad Soden-Salmünster -alt
50800000	Bundesbank eh Darmstadt
50810900	DBS Deutsche Bausparkasse
50820292	UniCredit Bank - HypoVereinsbank
50835800	MCE Bank
50840005	Commerzbank
50840005	Commerzbank
50840005	Commerzbank
50840005	Commerzbank
50840005	Commerzbank
50840005	Commerzbank
50850049	Landesbank Hessen-Thür Girozentrale
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50850150	Stadt- und Kreis-Sparkasse Darmstadt
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50851952	Sparkasse Odenwaldkreis
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852553	Kreissparkasse Groß-Gerau
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50852651	Sparkasse Dieburg
50861393	Spar- und Darlehnskasse Zell -alt-
50861501	Raiffeisenbank Nördliche Bergstraße
50861501	Raiffeisenbank Nördliche Bergstraße
50861501	Raiffeisenbank Nördliche Bergstraße (Gf P2)
50862311	Volksbank Gräfenhausen -alt-
50862311	Volksbank Gräfenhausen (Gf P2)
50862408	Vereinigte Volksbank Griesheim-Weiterstadt
50862408	Vereinigte Volksbank Griesheim-Weiterstadt
50862408	Vereinigte Volksbank Griesheim-Weiterstadt (Gf P2)
50862703	Volksbank Gersprenztal-Otzberg
50862835	Raiffeisenbank Schaafheim
50862835	Raiffeisenbank Schaafheim (Gf P2)
50862903	Volksbank Mainspitze
50862903	Volksbank Mainspitze
50862903	Volksbank Mainspitze
50862903	Volksbank Mainspitze (Gf P2)
50862903	Volksbank Mainspitze Wiesbaden-Delkenheim
50863317	Volksbank Seeheim-Jugenheim
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald
50863513	Volksbank Odenwald (Gf P2)
50863513	Volksbank Odenwald Michelstadt
50863513	Volksbank Odenwald Michelstadt
50863513	Volksbank Odenwald Michelstadt
50863513	Volksbank Odenwald Michelstadt
50863513	Volksbank Odenwald Michelstadt
50863513	Volksbank Odenwald Michelstadt
50863906	Volksbank Modautal Modau
50863906	Volksbank Modautal Modau
50864322	Volksbank Modau
50864322	Volksbank Modau
50864322	Volksbank Modau
50864322	Volksbank Modau (Gf P2)
50864808	Volksbank Seeheim-Jugenheim
50864808	Volksbank Seeheim-Jugenheim (Gf P2)
50865224	VB Mörfelden-Walldorf Ndl d Frankfurter VB
50865503	Volksbank
50865503	Volksbank (Gf P2)
50870005	Deutsche Bank
50870005	Deutsche Bank
50870005	Deutsche Bank
50870005	Deutsche Bank
50870024	Deutsche Bank Privat und Geschäftskunden
50870024	Deutsche Bank Privat und Geschäftskunden
50870024	Deutsche Bank Privat und Geschäftskunden
50870024	Deutsche Bank Privat und Geschäftskunden
50880050	Commerzbank vormals Dresdner Bank
50880050	Commerzbank vormals Dresdner Bank
50880050	Commerzbank vormals Dresdner Bank
50880050	Commerzbank vormals Dresdner Bank
50880085	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1
50880086	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße
50890000	Volksbank Darmstadt - Kreis Bergstraße (Gf P2)
50890634	apoBank
50892500	Groß-Gerauer Volksbank
50892500	Groß-Gerauer Volksbank (Gf P2)
50892500	Groß-Gerauer Volksbank Zw Biebesheim
50892500	Groß-Gerauer Volksbank Zw Büttelborn
50892500	Groß-Gerauer Volksbank Zw Gernsheim
50892500	Groß-Gerauer Volksbank Zw Mörfelden u Walldorf
50892500	Groß-Gerauer Volksbank Zw Nauheim
50892500	Groß-Gerauer Volksbank Zw Pfungstadt
50892500	Groß-Gerauer Volksbank Zw Riedstadt
50892500	Groß-Gerauer Volksbank Zw Stockstadt
50892500	Groß-Gerauer Volksbank Zw Trebur
50950068	Sparkasse Bensheim
50950068	Sparkasse Bensheim
50950068	Sparkasse Bensheim
50950068	Sparkasse Bensheim
50950068	Sparkasse Bensheim
50950068	Sparkasse Bensheim
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50951469	Sparkasse Starkenburg
50961206	Raiffeisenbank Ried
50961206	Raiffeisenbank Ried (Gf P2)
50961206	Raiffeisenbank Ried Bürstadt
50961206	Raiffeisenbank Ried Bürstadt
50961206	Raiffeisenbank Ried Bürstadt
50961312	Raiffeisenbank Groß-Rohrheim
50961312	Raiffeisenbank Groß-Rohrheim (Gf P2)
50961592	Volksbank Weschnitztal
50961592	Volksbank Weschnitztal
50961592	Volksbank Weschnitztal
50961592	Volksbank Weschnitztal
50961592	Volksbank Weschnitztal
50961592	Volksbank Weschnitztal (Gf P2)
50961685	Volksbank Überwald-Gorxheimertal
50961685	Volksbank Überwald-Gorxheimertal
50961685	Volksbank Überwald-Gorxheimertal
50961685	Volksbank Überwald-Gorxheimertal
50961685	Volksbank Überwald-Gorxheimertal (Gf P2)
50970004	Deutsche Bank
50970004	Deutsche Bank
50970024	Deutsche Bank Privat und Geschäftskunden
50970024	Deutsche Bank Privat und Geschäftskunden
51000000	Bundesbank eh Wiesbaden
51010111	SEB
51010400	Aareal Bank
51010800	Aareal Bank Zw L
51020000	BHF-BANK
51020186	UniCredit Bank - HypoVereinsbank
51040038	Commerzbank
51040038	Commerzbank
51040038	Commerzbank
51040038	Commerzbank
51040038	Commerzbank
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
51050015	Nassauische Sparkasse
